hcp_id,hcp_name,hcp_address,hcp_specialty,total_patients,diagnosed_patients,treated_patients,male_patients,female_patients,unknown_patients,new_patients,claims_count,male_claims,female_claims,unknown_claims,nrx,trx,cash,commercial,Aetna,Blue Cross,Cigna,UnitedHealthcare,Medicare,Medicaid,BrandA,BrandB,BrandC,planned_calls,calls_made,patient_count_2024-01,patient_count_2024-02,patient_count_2024-03,patient_count_2024-04,patient_count_2024-05,patient_count_2024-06,patient_count_2024-07,patient_count_2024-08,patient_count_2024-09,patient_count_2024-10,patient_count_2024-11,patient_count_2024-12,claim_count_2024-01,claim_count_2024-02,claim_count_2024-03,claim_count_2024-04,claim_count_2024-05,claim_count_2024-06,claim_count_2024-07,claim_count_2024-08,claim_count_2024-09,claim_count_2024-10,claim_count_2024-11,claim_count_2024-12,notes,call_date
HCP0055,Richard Miller,"USNS Roberts, FPO AA 54053, West Deborahborough, Louisiana 53693",Psychiatry,364,248,122,133,74,157,32,263,199,53,11,169,258,161,1067,242,90,90,218,83,344,138,54,132,6,4,13,15,5,29,4,13,10,13,27,27,15,21,16,20,0,1,11,21,9,5,4,18,17,8,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -46.5 percent (138 scripts) in the past 1 year.",2025-10-14
HCP0056,Ann Cooper,"21470 Dawn Lane Suite 808, Emilyville, IL 66619, Anthonyburgh, Nebraska 74308",Radiology,129,67,46,125,4,0,45,89,87,0,2,24,44,62,254,110,2,86,12,44,0,82,62,15,18,14,2,10,5,10,1,5,7,6,5,3,9,1,7,2,5,0,3,5,7,6,3,7,4,4,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was 86.4 percent (82 scripts) in the past 1 year.",2025-04-29
HCP0057,Colleen Brooks,"8270 Mclean Rapid Suite 686, Markmouth, MH 37665, Brittneyshire, Alaska 20852",Endocrinology,540,148,50,159,129,252,130,343,91,6,246,17,81,48,1434,123,136,474,238,26,437,287,214,283,10,3,42,16,15,28,10,30,2,43,44,8,30,38,0,10,11,10,25,22,8,24,15,12,9,24,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was 254.3 percent (287 scripts) in the past 1 year.",2025-06-15
HCP0058,Steven Weaver,"636 Michele Lodge, Port Ginatown, HI 05728, Christophermouth, Maine 82940",Dermatology,280,107,99,263,8,9,73,208,18,25,165,168,206,78,664,165,187,59,21,225,7,189,133,11,8,0,4,15,22,20,19,2,9,1,13,11,8,8,8,15,7,16,4,13,4,9,11,5,11,3,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -8.3 percent (189 scripts) in the past 1 year.",2025-09-28
HCP0059,Tyrone Campbell,"6171 Pace Forest Suite 091, Johnschester, GA 92396, Jenniferstad, Virginia 92737",Psychiatry,504,82,63,50,204,250,203,303,72,160,71,193,234,77,1733,294,413,214,198,110,504,103,87,80,10,9,12,36,42,14,40,31,4,41,39,18,42,26,0,17,11,9,17,18,1,1,22,20,3,8,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -56.0 percent (103 scripts) in the past 1 year.",2025-01-03
HCP0060,Cathy Mercer,"PSC 1062, Box 9980, APO AE 21285, Lynntown, Wisconsin 27062",Neurology,219,97,67,22,84,113,53,69,67,2,0,26,32,104,599,1,164,132,114,22,166,50,16,18,11,0,12,0,7,6,9,7,0,14,15,13,10,17,0,3,0,5,1,1,4,1,5,2,5,0,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was 56.2 percent (50 scripts) in the past 1 year.",2025-01-27
HCP0061,Joseph Cross,"12745 Melissa Spring Suite 523, South Davidburgh, FL 12685, North Christian, California 87712",Dermatology,408,189,52,253,22,133,125,263,245,18,0,122,230,121,1592,293,309,199,200,220,371,231,87,197,17,11,16,9,21,19,1,1,20,7,30,25,13,6,5,3,10,1,21,18,0,16,18,6,15,4,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was 0.4 percent (231 scripts) in the past 1 year.",2025-04-20
HCP0062,Richard Curry,"2057 Salazar Villages Suite 975, New Gabrielletown, OR 86574, Matthewberg, South Dakota 91130",Cardiology,605,594,450,227,112,266,76,363,95,213,55,140,147,102,1558,229,82,211,410,152,474,317,272,289,16,3,49,14,5,3,11,47,9,10,44,8,4,50,18,6,5,8,30,28,28,20,5,9,6,14,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was 115.6 percent (317 scripts) in the past 1 year.",2025-02-13
HCP0063,Nicholas Frederick,"PSC 6246, Box 4270, APO AP 51691, Sarahville, Colorado 34366",Radiology,855,512,313,726,54,75,328,234,90,6,138,17,117,376,3624,672,819,787,75,733,538,89,156,26,15,10,33,11,23,30,53,62,64,49,31,47,11,69,18,10,16,4,15,0,8,6,7,8,17,14,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -23.9 percent (89 scripts) in the past 1 year.",2025-08-21
HCP0064,George Morris,"643 Jimmy Unions Apt. 504, Josephville, MN 04233, South Theresa, Arizona 55534",Endocrinology,342,121,63,307,18,17,166,80,15,43,22,19,22,59,1136,178,86,229,223,246,174,66,18,63,12,1,5,8,6,27,22,21,9,2,2,8,3,13,2,2,3,4,6,4,1,5,2,4,3,4,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was 200.0 percent (66 scripts) in the past 1 year.",2025-06-09
HCP0065,Kelli Hogan,"USS Johnson, FPO AA 64430, New Amberborough, New York 70171",Oncology,890,410,123,414,358,118,420,769,321,202,246,413,611,211,3234,632,675,575,506,288,558,721,284,428,8,7,25,14,25,73,22,9,39,16,30,64,21,43,19,59,60,4,19,16,49,11,59,29,28,45,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was 18.0 percent (721 scripts) in the past 1 year.",2025-08-19
HCP0066,Joseph Chambers,"03058 David Fields, Myersview, MA 97069, Stephenton, Arizona 35616",Neurology,239,67,30,40,87,112,20,117,12,44,61,25,107,101,913,142,92,59,213,228,179,97,38,4,16,13,0,14,18,19,4,6,3,14,3,15,12,5,0,3,5,0,3,0,5,8,1,3,2,3,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was -9.3 percent (97 scripts) in the past 1 year.",2025-04-02
HCP0067,Dawn Kelley,"27492 Joe Freeway, Lake Jeffrey, OR 32698, Williamsside, Washington 48424",Psychiatry,524,168,100,457,40,27,197,333,200,54,79,225,259,152,1628,89,488,237,298,292,224,237,55,20,15,12,19,20,35,18,21,23,25,29,12,19,31,39,18,4,1,8,20,22,5,12,7,23,5,26,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -8.5 percent (237 scripts) in the past 1 year.",2025-06-12
HCP0068,Yolanda Rodgers,"58860 Luis Club Apt. 524, North Lisa, AR 42016, Port Joshuabury, Nevada 85032",Neurology,658,158,48,301,10,347,201,176,97,40,39,76,157,152,1962,31,341,306,313,456,515,172,22,167,8,4,1,33,14,22,27,9,47,41,18,27,30,4,8,4,9,0,3,3,11,11,2,12,4,5,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was 9.6 percent (172 scripts) in the past 1 year.",2025-11-08
HCP0069,Brandon Pitts,"58769 Lee Via Suite 946, Pierceville, CA 02046, Alyssamouth, Alaska 03956",Psychiatry,189,114,55,189,0,0,35,167,51,14,102,21,78,15,731,72,174,106,146,140,93,79,149,74,17,16,2,2,0,1,11,1,15,9,4,5,2,13,5,7,9,6,2,7,3,6,1,9,5,6,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was 1.3 percent (79 scripts) in the past 1 year.",2025-02-05
HCP0070,Katherine Rios,"828 Smith Rapid Apt. 528, Robbinsberg, MS 58155, Alyssamouth, Nebraska 67357",Radiology,986,984,859,717,12,257,410,362,198,52,112,43,155,70,3543,502,872,310,669,925,265,111,326,352,16,7,14,15,33,56,52,50,46,45,20,48,56,36,11,17,24,0,2,28,25,3,29,29,24,7,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -28.4 percent (111 scripts) in the past 1 year.",2025-05-16
HCP0071,John Jensen,"45830 Ronald Lodge Apt. 132, West Sandraview, NE 87882, Thomasburgh, Colorado 81216",Psychiatry,227,146,130,3,109,115,15,146,119,1,26,117,133,8,651,34,117,163,55,173,109,127,61,145,19,1,4,12,6,18,10,2,15,3,16,6,6,8,11,10,9,1,0,11,1,10,3,11,2,11,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -4.5 percent (127 scripts) in the past 1 year.",2025-01-21
HCP0072,Rachel Mitchell,"6639 Stanley Mission, Jasonchester, TN 73490, Johnchester, Washington 04444",Neurology,438,297,291,47,366,25,219,308,223,68,17,292,299,44,1376,306,144,93,301,290,242,189,127,193,6,2,11,31,12,35,4,3,11,15,24,16,16,25,13,1,7,6,0,21,15,14,17,18,3,15,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -36.8 percent (189 scripts) in the past 1 year.",2025-01-29
HCP0073,Natasha Bryan,"8337 Hawkins Locks, Piercebury, IL 80149, Kristenmouth, Massachusetts 23538",Oncology,957,305,80,881,52,24,35,376,64,16,296,34,70,269,2332,738,498,230,214,416,236,330,299,293,18,5,47,49,14,69,59,54,0,36,70,27,50,40,15,21,11,24,1,10,13,24,11,23,30,2,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was 371.4 percent (330 scripts) in the past 1 year.",2025-04-01
HCP0074,Vickie Murphy,"Unit 2814 Box 1399, DPO AE 74836, Haileyborough, North Carolina 98841",Pediatrics,575,78,68,351,126,98,164,323,116,137,70,163,177,54,1857,243,306,523,21,401,363,75,123,112,9,4,0,22,22,32,13,2,10,30,7,14,11,2,25,7,11,19,9,12,20,2,24,20,21,22,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -57.6 percent (75 scripts) in the past 1 year.",2025-12-13
HCP0075,Veronica Black,"78897 Zachary Burg Suite 346, Carrieview, WV 65434, Martinezside, Nebraska 51372",Radiology,158,78,60,98,52,8,62,140,122,17,1,133,136,72,614,64,154,128,150,53,65,28,106,120,9,3,8,7,10,11,9,6,4,6,0,11,6,1,0,11,3,11,4,9,2,9,10,6,0,1,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -79.4 percent (28 scripts) in the past 1 year.",2025-03-01
HCP0076,Robert Clark,"23169 Rodriguez Stream, Baldwinstad, ID 98476, Lancehaven, South Carolina 10559",Gastroenterology,337,317,88,273,52,12,35,84,70,1,13,65,84,26,1081,244,276,306,61,1,193,11,37,9,8,6,21,14,0,7,18,16,6,10,13,16,17,3,4,7,5,7,4,3,4,0,5,4,0,7,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was -86.9 percent (11 scripts) in the past 1 year.",2025-06-26
HCP0077,Mike Gonzalez,"USNV Munoz, FPO AA 51287, Port John, Missouri 99171",Pediatrics,262,132,105,76,70,116,15,159,61,42,56,38,114,25,1033,105,195,123,221,137,252,23,60,145,5,2,5,8,3,8,8,20,0,17,1,3,16,21,5,0,13,5,4,4,4,7,10,5,3,3,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -79.8 percent (23 scripts) in the past 1 year.",2025-03-24
HCP0078,Yvonne Brown DVM,"60359 Karen Port, West Justin, SD 79728, Jaredfort, New Jersey 82921",Urology,296,276,142,39,184,73,130,69,35,32,2,46,61,111,656,111,48,69,53,290,85,57,13,62,17,0,0,19,8,21,3,1,11,4,12,8,2,15,5,0,2,3,5,1,5,5,1,1,5,4,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -6.6 percent (57 scripts) in the past 1 year.",2025-01-28
HCP0079,Nathaniel Wood,"77669 Jessica Crossing Suite 843, South Victorview, KY 08795, Lake Catherineburgh, Colorado 72333",Neurology,108,103,30,4,9,95,36,74,41,30,3,29,49,24,404,59,89,68,88,62,38,8,36,26,8,6,6,0,5,2,3,7,6,7,4,0,9,8,6,6,2,2,5,6,6,2,4,0,3,0,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was -83.7 percent (8 scripts) in the past 1 year.",2025-03-01
HCP0080,Jasmine Murphy,"78792 Ruben Canyon Apt. 639, Danielville, MD 94703, Nicholaschester, New Mexico 89550",Psychiatry,659,423,269,89,258,312,311,98,24,72,2,60,86,21,1951,439,184,528,177,609,14,58,96,34,9,6,10,38,37,42,34,42,22,45,33,21,9,13,8,6,6,4,8,8,2,4,7,2,0,1,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -32.6 percent (58 scripts) in the past 1 year.",2025-10-01
HCP0081,Jordan Wiley,"353 Collins Forges, Lake Jason, VT 68439, Mcneilfort, Wisconsin 76002",Oncology,772,741,515,707,59,6,12,554,106,34,414,203,373,153,2226,300,585,98,693,306,244,127,305,360,13,6,40,59,27,2,26,3,60,19,31,42,54,0,31,5,10,35,20,15,21,3,37,32,42,13,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -66.0 percent (127 scripts) in the past 1 year.",2025-06-16
HCP0082,Zachary Reed,"924 Joshua Forges Apt. 736, Lake Luis, VI 91730, Mcdonaldchester, Hawaii 69709",Dermatology,964,902,676,194,324,446,406,590,25,480,85,527,541,173,2703,254,58,894,616,597,284,17,420,283,12,9,75,36,10,59,9,40,63,47,26,9,61,39,40,36,24,46,29,8,1,24,39,27,31,5,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -96.9 percent (17 scripts) in the past 1 year.",2025-09-20
HCP0083,Cody Mcdonald,"USS Tran, FPO AP 92888, Lake Debbiefort, Massachusetts 44773",Endocrinology,229,135,130,121,47,61,35,225,196,0,29,128,188,63,610,96,91,175,184,15,49,62,210,182,16,2,13,13,7,16,16,11,18,10,16,3,13,0,9,13,13,5,5,12,6,4,8,16,14,7,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -67.0 percent (62 scripts) in the past 1 year.",2025-10-12
HCP0084,Robert Peck,"43345 Henry Freeway, Nelsonberg, WI 19372, East Derricktown, Kentucky 92989",Radiology,779,311,281,733,40,6,192,420,81,69,270,349,387,6,2345,92,298,16,705,614,620,163,266,382,14,11,40,50,29,0,24,26,11,35,59,54,50,22,28,28,13,10,22,27,10,20,7,22,16,1,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -57.9 percent (163 scripts) in the past 1 year.",2025-06-04
HCP0085,Kendra Bryant,"64553 Wong Ridge, Karenhaven, ID 39655, South Brandonfort, Massachusetts 32772",Psychiatry,425,179,80,102,323,0,28,184,170,7,7,148,164,52,698,5,142,219,9,136,187,96,96,160,11,10,19,28,28,21,35,7,9,21,32,19,27,0,5,12,13,14,3,2,5,0,13,11,6,5,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was -41.5 percent (96 scripts) in the past 1 year.",2025-07-07
HCP0086,Kristopher Patterson,"265 Garcia Course Suite 530, South Amberborough, SC 96742, Mercadohaven, Wisconsin 89390",Cardiology,359,339,39,218,79,62,153,179,15,66,98,33,82,71,1130,272,97,234,306,169,52,36,12,105,10,8,1,22,4,10,25,9,6,8,19,2,5,17,3,12,10,10,10,13,5,10,6,14,11,3,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was -56.1 percent (36 scripts) in the past 1 year.",2025-02-15
HCP0087,David Bond,"93418 Lewis Divide, Port Angelabury, PA 76464, Wallaceland, Maryland 19530",Oncology,145,124,112,137,5,3,31,81,7,41,33,37,68,34,562,137,36,119,138,68,64,56,43,39,9,9,7,9,1,6,5,3,1,0,4,5,0,8,0,6,2,5,2,2,2,2,3,6,5,0,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -17.6 percent (56 scripts) in the past 1 year.",2025-07-07
HCP0088,Dakota Thomas,"8443 Berry Greens, North Tammymouth, CA 43473, Bonillaside, Kentucky 55939",Psychiatry,814,148,79,258,63,493,296,261,9,100,152,235,238,140,1892,166,447,508,125,98,548,35,27,41,17,5,65,32,9,26,7,4,13,38,12,64,67,14,0,16,11,8,2,14,13,21,15,5,15,3,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -85.3 percent (35 scripts) in the past 1 year.",2025-04-22
HCP0089,Kimberly Costa,"734 Patricia Valleys Suite 317, Jenniferside, AR 07408, Traceyburgh, Indiana 59810",Radiology,628,211,143,220,389,19,27,90,76,1,13,31,89,102,1215,112,64,61,154,310,514,18,52,16,19,16,39,48,4,12,20,42,40,19,40,20,21,23,3,7,3,4,1,6,5,2,3,2,3,7,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -79.8 percent (18 scripts) in the past 1 year.",2025-05-18
HCP0090,Allen Fletcher,"110 Silva Mountains, North Lorichester, CA 12856, New Angelside, Texas 64807",Urology,830,713,648,509,12,309,311,72,68,0,4,26,34,390,2079,683,553,694,138,2,9,22,23,4,13,12,63,7,1,60,22,23,39,67,32,21,45,9,4,0,0,4,5,5,1,6,2,3,2,6,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -35.3 percent (22 scripts) in the past 1 year.",2025-11-21
HCP0091,Christopher Thomas,"39874 Watson Union Apt. 249, West Devinshire, VA 80227, Lopezhaven, Nebraska 34483",Psychiatry,972,398,345,771,36,165,189,800,160,510,130,10,625,64,2730,547,324,585,969,134,171,407,720,101,19,4,7,48,15,79,81,42,26,25,67,57,72,43,50,14,29,61,5,65,4,27,4,43,16,25,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -34.9 percent (407 scripts) in the past 1 year.",2025-06-06
HCP0092,Stephen Arnold,"4285 Schultz Causeway Apt. 884, Kathleenburgh, DE 40819, Riceland, Louisiana 12749",Oncology,786,84,35,448,141,197,348,444,272,57,115,113,155,368,2770,197,767,778,222,381,425,172,421,20,8,7,41,43,54,64,7,53,58,47,53,21,16,32,3,30,35,18,0,13,23,36,25,5,28,3,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was 11.0 percent (172 scripts) in the past 1 year.",2025-03-08
HCP0093,Melissa Copeland,"334 Mcmillan Valleys, East Jerryhaven, WY 53259, Lake Jill, South Dakota 11845",Oncology,401,360,37,342,6,53,198,81,77,1,3,76,79,128,1628,307,336,146,331,194,314,32,65,35,17,14,6,12,8,28,13,31,20,23,18,0,21,22,4,6,0,3,5,0,6,5,0,4,0,3,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was -59.5 percent (32 scripts) in the past 1 year.",2025-08-01
HCP0094,Peter Wilson,"765 Jonathan Mountain Apt. 784, Hartburgh, KS 23659, North Daniel, Florida 93694",Neurology,134,121,76,24,89,21,13,78,50,25,3,46,67,64,312,80,92,9,26,14,91,17,72,19,15,7,1,6,10,9,1,3,1,2,7,0,9,3,1,6,6,6,2,2,0,0,2,5,0,2,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -74.6 percent (17 scripts) in the past 1 year.",2025-04-16
HCP0095,Cassidy Charles,"9404 Johnson Roads Apt. 248, Lake Nicoleberg, FL 80316, Elizabethburgh, New Jersey 77242",Pediatrics,521,460,204,367,68,86,21,114,90,4,20,30,41,13,1358,426,26,51,352,428,75,85,85,34,18,0,15,36,0,43,18,10,35,1,26,24,28,30,6,7,3,9,7,9,8,3,5,7,4,0,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND A was 107.3 percent (85 scripts) in the past 1 year.",2025-10-11
HCP0096,Jesus Clarke,"11531 Ruiz Oval, North Connorberg, VA 67594, Leonmouth, Arizona 30768",Urology,534,340,247,423,57,54,187,518,79,383,56,457,498,227,1969,169,351,475,219,263,492,518,100,70,14,5,7,2,28,5,12,11,9,44,9,13,0,24,2,9,20,19,31,5,6,17,3,14,21,17,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was 4.0 percent (518 scripts) in the past 1 year.",2025-06-04
HCP0097,Mr. Marcus Henderson,"279 Campos Landing, Georgeport, VA 89304, East Mary, Maryland 94708",Urology,926,809,486,797,103,26,245,56,16,27,13,20,21,366,2921,361,569,508,756,567,160,42,11,14,16,12,20,44,67,37,14,61,29,39,26,37,28,28,3,3,3,2,3,3,4,0,1,2,4,0,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was 100.0 percent (42 scripts) in the past 1 year.",2025-04-26
HCP0098,Victoria Brown,"8429 Darrell Club, Williamsland, WI 05630, East Rubenshire, Georgia 62661",Psychiatry,851,622,357,609,231,11,58,592,575,0,17,505,536,71,2545,640,828,26,98,469,484,51,110,123,6,1,7,6,49,40,14,55,55,24,62,24,27,57,49,3,27,28,4,15,43,19,6,19,32,37,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -90.5 percent (51 scripts) in the past 1 year.",2025-12-30
HCP0099,Kevin Valenzuela,"0278 Wilson Islands Suite 102, South Jasonport, AZ 05494, Morrowland, Nebraska 42336",Neurology,351,294,167,158,190,3,13,139,23,79,37,48,134,65,700,57,159,152,292,10,30,2,94,115,17,12,1,16,2,6,17,5,23,21,17,1,28,10,1,11,0,11,7,4,9,8,10,9,1,3,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was -98.5 percent (2 scripts) in the past 1 year.",2025-08-07
HCP0100,Jody Ferrell,"599 William Streets, Angelaview, MS 54128, East Christine, South Carolina 06687",Psychiatry,942,63,46,562,356,24,264,275,187,15,73,239,246,248,2939,72,715,904,187,336,725,270,226,82,13,11,18,0,62,72,60,31,16,76,17,71,76,76,5,15,22,4,19,15,18,12,16,1,9,7,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND A was 9.8 percent (270 scripts) in the past 1 year.",2025-02-19
